id_studant,attempts,comments,blank_line,lloc,sloc,single_comments,system_access,exam_grade_codebench,difficult,delete_average,average_log_rows,submission_per_exercice,sucess_average,test_average,exercices_list_grade,exercices_list_grade_check_plagiarism,copy_past_proportion,sintaxe_error,IDE_usage,keystroke_latency,Media_Final,SITUATION
1117,94,0,32,1227,1227,0,10,5,2,40.2,434.7,12.5,0.4,5,10,9,1.04,0.22,123,1.25,7.53,1
1118,67,0,48,558,554,0,10,10,0.2,50.1,585.1,3.6,0.7,3.5,10,10,0.41,0.09,240,1.25,9.34,1
1140,17,0,12,185,185,0,3,-1,2,0,17.5,2.5,0.4,0.4,10,1,0,0,6,0,8.11,1
1150,23,2,9,198,200,2,4,-1,2,0,29.4,3,0.6,0.2,10,1,0,0.09,14,0,2.61,2
1151,21,2,9,210,212,2,4,-1,1.2,14,96.9,1.5,0.6,0.5,10,9,34.05,0.08,19,0,3.12,2
1152,12,2,0,119,121,2,3,-1,1.8,1.5,53.8,1.6,0.6,0,10,4,39.55,0.18,19,0,2.71,2
1153,22,13,20,335,348,13,9,5,2,0,23.3,1,1,0,10,0,0,0,74,0,5.84,1
1155,38,2,26,421,423,2,5,5,1.3,6.9,91.6,1.9,0.8,0,10,3,11.32,0.12,28,1.27,7.83,1
1157,21,8,13,215,223,8,12,-1,2,26.9,101.6,1.6,0.7,0.2,10,1,59.14,0.08,11,0.38,3.29,2
1158,58,2,13,876,878,2,11,5,1,0.9,18,1,1,0,10,1,0,0,2,0,7.07,1
1159,88,2,0,787,789,2,3,0,2,9.4,65.1,1.4,0.4,0.3,6.67,4.67,38.6,0.49,12,0,1.64,2
1160,36,0,79,613,613,0,7,5,2,0.4,13.8,0.7,0.6,0,10,0,0,0.05,4,0,5.11,1
1161,20,4,0,186,190,4,4,0,2,2.9,70.9,1.4,0.7,0,10,5,30.7,0.13,36,0.44,2.03,2
1162,175,2,6,1999,2001,2,14,0,1.5,67.2,568,1.5,0.6,7.8,10,10,1.71,0.22,198,1.4,5.02,1
1163,12,2,2,100,102,2,1,0,1.4,0,19.2,1,1,0,10,0,0,0,3,0,3.25,2
1164,15,2,0,127,129,2,1,-1,2,11.6,123.3,2.2,0.6,0,10,9,19.86,0.14,18,0,1.43,2
1165,63,21,100,693,714,21,9,0,1.6,23.5,217.6,7.5,0.2,0.2,10,6,26.31,0.49,24,0.75,1.45,2
1166,10,2,4,96,98,2,17,-1,1.8,1.7,43.3,1.1,0.6,0.2,10,2,41.88,0.08,11,0,3.93,2
1168,11,2,3,105,107,2,3,-1,2,2.8,38.7,1.3,0.7,0,10,3,111.25,0.13,13,0,1.99,2
1169,12,2,2,115,117,2,4,-1,2,0.2,24.4,0.8,0.7,0,10,1,350.92,0.05,13,0,5.01,1
1170,29,2,3,331,333,2,5,5,0.9,0,18.1,0.9,0.9,0.1,10,0,0,0,9,0,5.71,1
1171,17,4,28,176,180,4,2,-1,1.4,5.5,45.5,0.8,0.3,0,10,3,0,0.03,7,0,2.77,2
1174,10,2,88,96,98,2,1,-1,2,0.4,35.7,1.2,0.9,0.2,10,1,52.33,0.07,14,0,2.54,2
1175,104,4,231,1417,1421,4,12,5,1,0.2,34.7,1,1,0.1,10,2,886.5,0,61,0,7.55,1
1176,100,10,110,1246,1256,10,17,5,1,44.3,608.8,1.2,0.8,5,10,9,0.81,0.05,199,1.78,7.12,1
1177,14,4,42,140,144,4,3,-1,2,12.2,120.4,1.6,0.5,0.3,10,9,19.59,0.15,19,0,1.17,2
1178,145,40,118,996,1036,40,11,0,0.8,19.8,390.8,1.2,0.8,4.3,10,10,0.16,0,55,1,2.63,2
1180,23,4,10,221,225,4,3,-1,2,21.4,260.9,1,1,1.3,10,9,1.63,0,66,0.71,2.08,2
1181,120,31,431,1612,1643,31,11,1.65,1.9,9.8,142.5,3.2,0.5,3.3,10,5,29.63,0.34,91,1.44,5.09,1
1182,33,2,5,228,230,2,5,5,2,53.9,208.3,1.3,0.4,0.1,10,7,16.71,0.16,30,0.75,3.16,2
1183,203,2,11,2057,2059,2,12,0,1.8,29.9,496.4,7.5,0.6,9,10,7,2.72,0.14,109,1.5,5.46,1
1184,95,10,319,993,1003,10,7,5,1.4,19,249.9,1.2,0.8,3.8,10,8,5.91,0.05,99,1.56,5.15,1
1185,292,24,300,3023,3047,24,15,0,2,111.6,1045.1,51.7,0.2,18.5,10,9,21.49,0.52,338,0,2.39,2
1186,46,4,79,462,467,4,4,0,2,9.8,118.6,1,0.8,1.4,10,8,7.72,0,19,1,4.2,2
1187,52,6,3,645,652,6,5,5,0.9,15.5,165.3,1.4,0.7,0.1,10,8,2.68,0.13,47,0.92,2.58,2
1188,41,28,0,397,425,28,2,-1,2,3.5,192.8,14.4,0.5,0,9,4,86.51,0.27,59,0,0.96,3
1190,32,45,125,395,418,23,4,0,1.2,6.6,149.9,1,0.6,0.2,10,7,7.38,0.12,81,0.89,5.14,1
1193,242,0,324,2292,2293,0,12,0,2,81.4,709.1,3.5,0.6,8.9,10,9,0.76,0.17,348,1.58,2.62,2
1194,28,0,80,231,232,0,4,0,2,49.3,279.5,2.4,0,2.1,2,2,2.7,0.89,79,0.93,0,5
1198,104,149,238,1829,1829,0,4,-1,2,39.1,507.9,12.5,0.3,5.5,10,5,1.62,0.13,80,0.88,1.35,2
1199,56,0,163,655,655,0,7,5,2,14.3,158.6,2.1,0.8,0.9,10,2,7.39,0.13,96,0.89,5.02,1
1201,128,0,180,1100,1100,0,6,5,1,44.7,624.3,2,0.6,9,9,9,0.18,0.17,165,1.78,7.21,1
1210,348,143,960,4250,4250,0,7,5,2,75.1,907,35,0.3,12.3,10,10,2.81,0.38,266,0.82,8.86,1
1213,98,409,299,1063,1444,381,12,5,2,10.4,85.6,1.1,0.7,2,10,4,40.08,0,26,0.86,6.91,1
1214,253,448,954,2487,2930,442,16,10,1.2,320.5,2470.4,7.7,0.2,17,10,10,1.69,0.4,261,1.5,9.4,1
1215,103,20,489,1096,1111,20,6,10,1,11.5,142.5,2.9,0.5,3.7,10,3,35.01,0.3,29,0.54,5.26,1
1217,245,121,949,2694,2815,121,10,5,2,36.8,282.9,17.4,0.1,3.7,10,5,19.64,0.5,90,2.5,6.49,1
1218,321,0,44,4794,4796,0,5,10,1.3,173.5,1287.4,2.5,0.2,24.8,8,8,1.95,0.2,207,1.75,6.67,1
1219,262,241,53,2900,3141,241,3,5,1.4,62.7,523.1,7.4,0.2,11.1,6,6,1.51,0.51,105,1.22,6.28,1
1220,468,557,769,4461,4991,533,31,5,1.7,79,669.8,2.4,0.6,18.8,9,5,3.91,0.07,111,2.27,5.01,1
1224,18,0,0,120,120,0,2,-1,2,5.1,72.8,0,0,0.9,0,0,0,1,17,0.92,1.83,2
1225,357,788,424,3621,4328,732,16,5,2,85.8,614.2,2.1,0.5,18.4,9,8,5.23,0.03,261,1.4,5.99,1
1226,34,6,40,350,354,6,7,0,2,2.5,65.6,0.2,0,1.2,0,0,0,0.95,14,0.93,2.01,2
1231,239,0,427,2147,2147,0,8,10,0.5,122.3,939.5,8.3,0.2,12.5,10,10,0.52,0.31,139,0.92,6.55,1
1231,239,0,427,2147,2147,0,0,-1,2,0,0,0,0,0,0,0,0,1,0,0,6.55,1
1232,275,331,1041,3331,3571,290,8,10,0.9,84.7,856.6,4,0.8,12.7,10,10,0.64,0.03,241,2,10,1
1233,263,487,1865,3222,3706,484,8,5,0.9,153.5,1354.3,3.8,0.5,16.8,10,9,0.68,0.16,209,2,7.07,1
1234,295,80,483,3750,3772,22,6,5,1.5,60.1,650.3,4.7,0.3,8.7,10,10,0.25,0.18,179,1.44,5.64,1
1235,64,75,147,1002,1071,75,2,5,2,17.7,263.7,3.1,0,0.4,3,3,0,0.95,58,1.38,4.8,2
1236,35,0,111,421,421,0,2,-1,2,51.3,452.2,1.2,0.1,2.6,3,3,0.43,0.7,106,1.4,0.45,2
1237,53,0,129,844,844,0,1,5,2,0,0,0,0,0,0,0,0,1,0,0,4.19,2
1239,64,103,132,679,768,103,2,5,0.9,0,20.7,0.9,0.9,1,10,0,0,0,6,0,4.51,2
1242,119,93,130,894,986,93,2,-1,1.8,35.3,439.2,1.7,0.1,9.4,4,4,0.01,0.75,130,1.11,0.79,2
1243,321,91,978,4853,4947,91,9,5,2,138.7,1213.2,1.6,0.6,16.5,10,10,0.67,0,307,1.73,5.32,1
1244,110,116,437,1548,1664,116,6,5,2,32.4,403.1,9.5,0.2,1.8,10,8,1.32,0.39,100,1.67,4.18,2
1246,216,581,644,2583,3164,581,11,5,0.9,22.2,226.1,4.4,0.6,3.1,10,6,12.17,0.14,67,1.33,6.21,1
1248,187,409,777,2263,2644,381,11,1.65,2,40,471.6,13.9,0.5,6.2,10,6,2.18,0.31,94,1.54,5.08,1
1250,971,186,541,10768,10855,87,19,-1,1.6,205,1658.3,45.9,0.2,19.4,10,10,0.91,0.14,174,1.08,6.59,1
1251,232,522,371,3188,3659,471,8,5,1.9,63.5,502.2,2.4,0.8,9.2,10,6,6.05,0.09,212,1.86,5.73,1
1252,150,458,386,1324,1709,388,8,5,2,28.8,587.5,1.9,0.4,2.6,9,9,0.43,0.3,101,1.13,6.18,1
1253,105,495,141,1245,1693,448,2,0,1.9,14.9,194.6,4.4,0.7,3.5,10,3,19.87,0.13,75,1.31,6.01,1
1254,125,240,299,2043,2183,140,6,5,2,8.7,131.5,1.1,0.9,1.9,10,1,31.95,0.05,49,0.88,5.95,1
1255,104,118,215,1279,1397,118,7,0,1.9,38.7,491,12,0.4,4,10,7,0.97,0.41,150,2.13,6.57,1
1257,335,1163,2132,4668,5822,1155,6,0,1.4,44.3,489.2,7,0.6,2.5,10,8,0.85,0.1,107,1.67,5.71,1
1258,213,166,205,2904,3038,127,7,5,2,41.5,453.2,3.7,0.3,6,10,5,5.57,0.21,103,1.38,6.4,1
1259,23,202,37,402,576,174,4,10,1.8,7.1,47.2,0.2,0.2,0.7,2,2,9.11,0.8,14,1.11,6.4,1
1261,6,8,5,67,75,8,3,5,1,5.8,39.8,2.7,0.7,0.3,10,1,543.16,0.14,24,0,3.65,2
1263,162,361,730,1622,1949,328,11,0,1.8,191.6,1210.2,1.3,0.1,16.5,3,3,3.12,0.75,356,2.44,1.17,2
1263,162,361,730,1622,1949,328,12,10,2,14.4,255.1,4.5,0.5,1.6,10,9,0.77,0.21,109,1.75,1.17,2
1264,129,16,610,1644,1660,16,6,5,1.5,48.7,639.6,3.9,0.1,4.2,4,4,0.68,0.69,126,1.5,6.57,1
1267,106,111,304,1077,1188,111,5,-1,1.8,41.2,549.8,2.5,0.4,6.4,10,10,0.39,0.15,163,1.38,3.94,2
1268,11,14,33,122,136,14,1,-1,2,2.5,140.9,0,0,1.1,0,0,0.67,1,54,1.38,0.33,2
1268,11,14,33,122,136,14,0,-1,2,0,0,0,0,0,0,0,0,1,0,0,0.33,2
1273,232,852,1034,3031,3843,816,14,10,0.9,403.1,3946.9,12.7,0,9.4,10,10,2.02,0.27,188,1.5,10,1
1275,52,9,88,658,663,9,6,5,1,20.5,128,1.4,0.5,0.6,8,2,14.46,0.27,25,0.8,4.4,2
1276,225,50,84,2530,2580,50,15,5,0.7,92.4,1103.6,4.8,0.2,12.9,9.67,9.67,0.88,0.09,224,1.64,8.85,1
1278,52,153,62,876,1029,153,5,0,1.1,22.5,353.6,1.5,0.3,4.1,6,6,6.64,0.51,85,1.8,2.59,2
1281,295,28,87,4586,4614,28,7,10,0.9,104.9,1299.5,15.7,0.1,17.8,10,10,0.08,0.23,136,1.78,8.31,1
1283,136,1,127,1938,1939,1,9,10,1.4,117.7,986.6,8.9,0.5,5.6,10,7,0.45,0.25,136,1.62,8.39,1
1284,195,156,67,3115,3271,156,15,5,0.6,29.5,540.7,6.2,0.4,9.6,10,10,0.02,0.07,118,1.09,8.67,1
1285,119,4,29,1261,1265,4,11,10,1.8,24.4,187.7,1.8,0.7,2,10,5,9.33,0,81,0.29,7.93,1
1286,230,0,218,1601,1539,0,26,10,0.2,83.8,881.7,6.5,0.6,18.7,10,10,0.21,0.01,180,1,6.65,1
1287,41,0,0,413,413,0,2,5,2,13.3,76.8,0,0,0.4,0,0,1.52,1,32,0.5,5.39,1
1289,49,7,0,636,655,7,0,-1,2,0,0,0,0,0,0,0,0,1,0,0,3.91,2
1291,277,0,775,2649,2644,0,8,5,1,63.2,720.7,8.2,0.3,7,10,10,0.04,0.13,148,1.2,6.73,1
1292,122,0,25,1363,1362,0,10,5,2,33.2,390.2,2,0.5,2.6,9,9,0.66,0.22,87,1.2,6.19,1
1293,72,16,119,728,736,8,9,0,2,31.1,324,2.3,0.6,2.5,10,7,3.93,0.12,180,1.58,5.4,1
1294,174,1637,1165,1433,3073,1631,19,0,2,115,712.8,3.8,0.3,4.1,10,10,2.34,0.21,95,1.07,3.28,2
1294,174,1637,1165,1433,3073,1631,0,-1,2,0,0,0,0,0,0,0,0,1,0,0,3.28,2
1295,255,0,1027,2635,2627,0,10,10,1.6,134.3,994.2,17.1,0.1,12.6,10,10,0.19,0.48,189,1.38,9,1
1296,148,433,753,1953,2378,433,6,5,1.9,64.8,715.6,1.6,0.7,6.9,10,10,89.4,0.03,169,2,7.95,1
1296,148,433,753,1953,2378,433,0,-1,2,0,0,0,0,0,0,0,0,1,0,0,7.95,1
1297,99,99,14,1055,1154,99,2,-1,1,55.7,644,10.9,0.2,6,10,10,0.07,0.2,120,1.1,1.59,2
1298,359,1114,1399,2828,3937,1109,14,0,1.9,157.1,1354.7,3.5,0.3,26.7,9.67,9.67,0.45,0.01,106,1.13,6.44,1
1299,117,200,278,1226,1426,200,4,0,2,13.2,401.3,1.8,0.6,0.5,9,9,0,0.18,62,1.5,5.01,1
1300,79,0,129,878,878,0,11,10,1.1,16.1,170.8,1,0.7,0.8,10,4,4.14,0,39,0.75,7.61,1
1302,1,0,1,4,4,0,2,-1,2,0,0,0,0,0,0,0,0,1,0,0,1.14,2
1303,402,725,1022,5322,6047,725,12,5,1.8,96.8,1056.2,31.8,0,14.7,10,10,1.86,0.41,72,1.67,5.01,1
1304,143,411,159,1906,2317,411,17,10,0.3,75.1,870.4,2.9,0.6,11.4,10,10,0.9,0.06,156,1.54,10,1
1306,92,0,30,838,838,0,8,0,0.2,113.3,1078.1,6.6,0.1,14.4,10,10,0.29,0.36,283,1.91,6.05,1
1307,201,30,473,2653,2653,0,12,10,0.3,106.4,1019.7,6.1,0.4,12.9,10,10,0.37,0.01,235,1.6,8.83,1
1308,141,0,79,1335,1315,0,15,10,1.2,35.9,363,3.3,0.5,4.8,10,10,1.1,0.16,102,1.64,8.93,1
1308,141,0,79,1335,1315,0,0,-1,2,0,0,0,0,0,0,0,0,1,0,0,8.93,1
1309,161,125,337,1933,1947,14,13,5,1.2,77.2,759.5,2.5,0.4,6,10,10,0.01,0,150,1.25,8.07,1
1310,282,0,251,3975,3975,0,16,10,0.8,144.3,1528.2,28.7,0.4,16.8,10,10,4.29,0.09,292,1.25,10,1
1313,59,0,94,837,837,0,7,5,2,0,11.2,0.6,0.6,0,10,0,0,0,6,0,5.17,1
1314,330,9,1694,3224,3233,9,15,10,1.5,89,1113.5,39.2,0.4,42,10,9,0.36,0.13,169,1.13,6.82,1
1315,85,0,117,1000,1000,0,12,5,1.9,13.6,151.8,1.1,0.2,2.9,5,5,7.48,0.55,53,0.36,5.47,1
1315,85,0,117,1000,1000,0,0,-1,2,0,0,0,0,0,0,0,0,1,0,0,5.47,1
1322,61,8,74,528,526,0,2,5,2,0,9.6,0.6,0.6,0,6,0,0,0.4,52,0,6.59,1
1323,132,0,47,2375,2375,0,3,-1,2,0,0,0,0,0,0,0,0,1,0,0,2.69,2
1323,132,0,47,2375,2375,0,0,-1,2,0,0,0,0,0,0,0,0,1,0,0,2.69,2
1324,60,8,104,924,932,8,7,5,2,0.6,56.8,1.3,0.5,0.2,10,3,41.31,0.13,9,0.57,8.67,1
1325,22,0,7,327,327,0,0,-1,2,0,0,0,0,0,0,0,0,1,0,0,2.5,2
1325,22,0,7,327,327,0,0,-1,2,0,0,0,0,0,0,0,0,1,0,0,2.5,2
1326,229,2,337,3827,3829,2,10,5,2,5.8,56.5,1.4,0.7,0,10,1,30.88,0.09,44,0.31,6.54,1
1327,322,0,720,4613,4613,0,17,5,1.1,125.2,1168.1,6.5,0.3,18,10,9,0.91,0.32,330,1.44,5.96,1
1328,85,18,82,1102,1102,0,6,5,2,0,13.3,0.9,0.9,0,10,0,0,0,5,0,5.97,1
1329,823,25,326,11214,11228,25,25,-1,2,0,0,0,0,0,0,0,0,1,0,0,9.36,1
1329,823,25,326,11214,11228,25,20,10,1.2,100.9,861.5,3.3,0.4,14.3,10,10,0.71,0.21,296,1.5,9.36,1
1330,245,106,360,3612,3698,89,9,0,1.8,51.9,556.5,5.8,0.9,6.1,10,9,4.98,0.12,100,1.38,2.19,2
1330,245,106,360,3612,3698,89,1,-1,2,0,0,0,0,0,0,0,0,1,0,0,2.19,2
1331,549,0,511,10077,10072,0,32,5,1,73.6,676.5,1.1,0.6,14.5,10,10,1.57,0.13,197,1.73,4.02,2
1331,549,0,511,10077,10072,0,46,0,2,58.8,619.2,3.1,0.8,7.4,10,10,0.37,0.12,170,1.63,4.02,2
1332,148,209,183,2937,2916,2,7,5,2,9.2,117.8,13.9,0.4,5.8,10,5,99.22,0.21,16,0,5.88,1
1333,96,0,16,1140,1119,0,6,5,0,2.8,44.2,2.2,0.7,0.5,10,2,280.1,0.19,37,0,6.5,1
1334,10,9,9,165,165,0,3,0,2,0.1,3.7,0,0,0,0,0,0,1,1,0.71,1.55,2
1335,119,0,76,1636,1636,0,2,-1,2,1.4,25.4,1.2,0.5,0.1,6,2,179.21,0.53,5,0,5.64,1
1339,342,40,1069,4388,4428,40,10,5,1.9,45.4,800.4,11.5,0,7.9,10,10,4.15,0.41,190,1.2,7.65,1
1340,62,0,2,602,602,0,2,5,2,13.7,167.9,13.7,0.7,0.9,10,2,47.27,0.18,74,0,4.4,2
1343,49,18,56,1491,1947,18,4,10,2,12.2,134.4,2.4,0.3,1.7,9,4,50.05,0.31,71,0.18,8.82,1
1346,165,8,83,2280,2280,0,5,5,1.5,35.1,284.6,1.9,0.2,0.1,6,6,0.91,0.64,75,1.42,4.16,2
1346,165,8,83,2280,2280,0,15,0,2,17.2,242.5,3.8,0.3,0.5,10,10,2.05,0.33,87,1.55,4.16,2
1348,321,0,365,4235,4227,0,8,10,1.4,55.9,615.9,3.3,0.4,10.8,10,10,0.45,0,176,1.38,10,1
1349,147,130,635,1724,1827,103,8,10,1.3,69.4,710.5,6.6,0.3,6.4,10,10,0.36,0.21,211,1.5,10,1
1350,119,0,283,1703,1694,0,7,5,1.6,46.5,286.2,0.8,0.5,2,10,5,3.18,0,63,1.5,8.27,1
1350,119,0,283,1703,1694,0,1,-1,2,0,0,0,0,0,0,0,0,1,0,0,8.27,1
1351,91,9,23,1162,1162,0,5,10,2,16.8,234.6,1.2,0.6,1,10,6,2.1,0.1,64,1.33,5.83,1
1352,96,0,25,1335,1335,0,4,5,2,0,17.8,1,0.8,0,10,0,5286,0.05,6,0,5.44,1
1353,93,24,142,1131,1130,0,4,10,1.9,6.7,64.6,14.5,0.9,0.4,10,1,145.33,0.04,30,0,7.09,1
1355,24,0,92,132,132,0,1,5,2,0.4,1.8,0,0,0,0,0,0,1,0,0,2.46,2
1356,22,0,6,329,329,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2.05,2
1356,22,0,6,329,329,0,0,-1,2,0,0,0,0,0,0,0,0,1,0,0,2.05,2
1357,30,0,14,425,420,0,3,5,1.3,16.2,186.3,2.4,0.5,1.1,10,5,4.58,0.29,81,1.67,1.61,2
1358,1054,28,507,11374,11402,28,16,5,1.3,102.1,937.6,4,0.6,15.3,10,10,0.98,0.14,132,1.5,5.18,1
1383,57,0,11,949,949,0,5,0,1.8,0.5,25,1,1,0.2,10,0,1576.5,0,24,0,6.95,1
1384,115,639,345,1187,1768,581,12,0,1.6,78.8,645.2,2.4,0.7,6.1,10,10,1.5,0.17,139,1.25,0.74,2
1385,46,0,0,506,484,0,4,-1,2,0,0,0,0,0,0,0,0,1,0,0,1.98,2
1385,46,0,0,506,484,0,2,5,2,4.2,67.9,1.7,0.8,0.5,10,1,25.43,0.13,13,1.88,1.98,2
1386,61,0,39,819,819,0,2,10,0.6,0,33.9,0.8,0.6,1.8,10,1,0,0,4,0,8.11,1
1387,160,12,174,2121,2128,12,2,5,2,0.1,26.9,1,1,0,10,0,1122,0,48,0,7.71,1
1388,13,0,41,139,139,0,1,6.65,2,0.1,12.8,0.8,0.8,0,10,0,1022.5,0,0,0,5.68,1
1389,167,60,370,2051,2087,60,8,0,2,19.1,155,1.4,0.5,0.8,10,4,5.59,0.08,51,1.22,5.75,1
1390,307,0,154,3958,3932,0,7,10,1.6,165.9,1461.6,24.5,0.6,13.4,10,9,2.42,0.09,243,1.33,7.47,1
1391,73,149,74,750,869,124,4,10,0,29.7,371.1,2.2,0.6,0.3,10,7,1.17,0.11,50,1.12,6.67,1
1393,193,0,199,2022,2021,0,6,5,1.7,55,527.3,0.5,0.1,6.3,3,3,0.58,0.7,142,1.38,6.87,1
1394,110,190,395,1061,1250,190,4,0,2,0,15.5,1,1,0,10,0,0,0,6,0,6.03,1
1395,83,0,29,1068,1051,0,22,10,2,6.2,147.6,1.7,0.7,0.2,10,5,14.3,0.04,132,1.33,8.27,1
1396,227,21,263,2772,2749,21,4,10,2,26.8,350.4,3.1,0.7,3.6,10,6,1.86,0.14,73,1.25,6.77,1
1397,47,30,70,668,695,30,1,10,2,0,19.2,1,1,0,10,0,0,0,12,0,6.5,1
1398,52,0,96,683,680,0,3,5,1.1,29.6,404.5,2.5,0.1,0.5,10,9,0.58,0.39,73,1.67,5.54,1
1401,53,238,100,675,822,149,8,1.65,2,37.1,193.8,1.9,0.6,2.3,10,3,21.25,0.22,45,1,5.24,1
1403,81,0,118,806,805,0,8,0,2,9.9,147.7,7.1,0.6,0.8,10,4,8.17,0.17,42,1.5,3.95,2
1403,81,0,118,806,805,0,5,6.67,2,30.1,365.6,12.4,0.1,1.7,6,6,1.49,0.71,66,1.33,3.95,2
1428,12,0,4,44,44,0,4,-1,2,0.9,10,0,0,0,0,0,0,1,4,1.3,0,5
1428,12,0,4,44,44,0,7,-1,2,72,603.2,3,0.2,8.7,6,6,4.34,0.31,243,1.5,0,5
1430,114,0,86,1425,1411,0,2,10,0.4,40,421.8,3.3,0.4,3.6,10,10,0.17,0.12,126,0.85,10,1
1431,71,0,3,875,875,0,6,5,1.4,16.5,249.9,1.1,0.9,2,10,8,2.57,0,41,1,6.38,1
1433,8,0,2,65,65,0,1,-1,2,0,0,0,0,0,0,0,0,1,0,0,1.85,3
1434,116,108,263,1062,1170,108,15,5,2,7.6,194.4,2,0.2,3.3,10,10,4.41,0.27,83,1.25,5.32,1
1437,327,28,937,3607,3634,28,7,10,0.3,88.5,1079.9,6,0.2,27.1,10,10,0.25,0.27,251,1.5,8.41,1
1437,327,28,937,3607,3634,28,0,-1,2,0,0,0,0,0,0,0,0,1,0,0,8.41,1
1441,238,6,275,3631,3617,6,6,5,1.4,30.7,296.5,2.7,0.2,5,10,7,12.95,0.23,65,1.11,5.22,1
1443,101,77,168,932,1007,75,3,5,2,9.5,197.5,2.3,0.7,1.8,10,6,3.34,0.25,46,0.88,5.47,1
1448,37,7,26,328,335,7,6,-1,1.3,19.5,110.7,0.6,0.6,1.7,7,1,16.26,0.3,61,1.23,3.09,2
1448,37,7,26,328,335,7,0,-1,2,0,0,0,0,0,0,0,0,1,0,0,3.09,2
1451,141,16,848,1454,1471,16,11,10,1.3,11.3,137.9,1.3,0.6,2.5,10,3,7.18,0.14,33,1,6.13,1
1458,190,22,303,3184,2926,22,8,5,1.1,104.9,1104,7.7,0.3,16,10,10,1.69,0.11,307,2.63,3.96,2
1461,296,870,1399,4405,5196,870,6,10,0.1,57.7,795,11.3,0.1,11.9,10,10,0.13,0.15,197,1.25,9.33,1
1462,246,7,283,2806,2807,1,8,0,1,9.8,133.1,0.9,0.7,2.7,10,3,15.01,0,9,1.25,4.3,2
1462,246,7,283,2806,2807,1,12,-1,2,1.8,65.9,1.4,1,0.2,10,5,109.31,0,68,0,4.3,2
1463,111,246,255,1319,1534,215,7,10,0,19.7,403.3,1.6,0.6,5.8,10,10,1.4,0,102,1.63,9.85,1
1464,173,0,221,2662,2662,0,7,5,2,44,620.9,22.5,0.7,7.8,10,7,2.15,0.09,162,1.5,5.6,1
1465,303,0,939,4257,4257,0,21,5,1.9,110.6,1261.4,5.5,0.5,16.8,10,10,0.49,0.24,254,1.38,6.35,1
1473,5,0,10,26,26,0,1,-1,2,0.2,1.1,0,0,0,0,0,0,1,0,0,0.64,2
1473,5,0,10,26,26,0,0,-1,2,0,0,0,0,0,0,0,0,1,0,0,0.64,2
1519,22,13,7,282,295,9,5,10,0.9,0.9,78.5,5.9,0.8,0.4,10,2,509.64,0.09,99,0.13,5,1
1520,45,2,114,799,799,2,4,10,1.7,0,28.3,0.9,0.9,0,10,0,0,0,1,0,5.2,1
1549,21,7,0,212,219,7,3,-1,2,11.1,239.3,15.4,0.1,0,9,6,18.96,0.57,83,0.22,1.18,2
